"Entidad","Evento","Tipo de Programa","Categoría de Apoyo","Clasificación","Clasificación (Vieja Categoría)","Programa","Medida","Periodo","Monto Presupuestado","Fuente","Link","Fecha"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","MIPYMES",,"Programa de estímulos para la conservación de empleos formales","Estímulo Económico único de $6,000 u $8,000 pesos para cada unidades económicas (Negocio ó tienda ó comercio ó empresa): Con 1 a 2 empleados estimulo económico para la unidad económica: $6,000 ; con 3 a 5 empleados estimulo económico para la unidad económica: $8,000.","Contingencia Sanitaria",,"Secretaría de Economía del Estado de Zacatecas","https://economia.zacatecas.gob.mx/wp-content/uploads/2020/04/Plan-Económico-Emergente-SEZAC-2020-V6-1.pdf","43927.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Sector Agrícola-Ganadero-Pesquero",,"Programa Apoyo Emergente de Suplemento Alimenticio para Abejas Ante la Contingencia del COVID-19.","Los apoyos de suplemento alimenticio para abejas (suplemento energético) se entregará en especie, serán 6kg de azúcar por colmena para un periodo de alimentación de 6 semanas estando sujeto a suficiencia presupuestal.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/4090d820-5f7c-4f21-aa8f-fc2915d7f2da;1.2","43922.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Sector Agrícola-Ganadero-Pesquero",,"Programa Apoyo Emergente de Suplemento Alimenticio para Abejas Ante la Contingencia del COVID-19.","Se apoyara con el 50% del costo del suplemento energético por colmena, sin sobre pasar el apoyo de 400 colmenas por productor. Aproximadamente el costo de suplemento energético por colmena es de $90.00","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/4090d820-5f7c-4f21-aa8f-fc2915d7f2da;1.2","43922.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Sector Agrícola-Ganadero-Pesquero",,"Programa Emergente Fomento a la Producción de Forraje en Apoyo a la Ganadería Estatal en atención a la Contingencia del COVID-19.","Se ofrecerá a las productoras y productores en atención a la demanda, incentivos económicos para la adquisición de semilla certificada de avena y con preferencia en predios de temporal con mediano y alto potencial productivo, así como en otras regiones que determine la Secretaría del Campo, además de considerar la contingencia Covid-19.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/4090d820-5f7c-4f21-aa8f-fc2915d7f2da;1.2","43922.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Sector Agrícola-Ganadero-Pesquero",,"Programa Apoyo Agrícola Emergente de Fertilizante Químico ante la Contingencia del COVID-19","Se ofrecerá a las productoras y productores en atención a la demanda, incentivos económicos para la adquisición de fertilizante químico para su aplicación preferentemente, en el cultivo de frijol y con preferencia en predios de temporal con mediano y alto potencial productivo, así como en otras regiones que determine la Secretaría del Campo, en el marco de la contingencia Covid-19.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/4090d820-5f7c-4f21-aa8f-fc2915d7f2da;1.2","43922.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Sector Agrícola-Ganadero-Pesquero",,"Programa Apoyo Pecuario Emergente ante el COVID-19","Se apoyara a las productoras con el 100% del costo total de cada paquete que consta de 24 aves mixtas de 21 días de edad, de las razas Rhode Island, Plymouth Rock Barrada vacunadas. Se entregaran en la planta avícola ubicada en Hacienda Nueva, Morelos, Zacatecas. El costo de cada paquete será a cargo de Gobierno del Estado a través de la Secretaría del Campo convenido con el CEFOPPEZ,  con un precio aproximado de $550.00 (quinientos cincuenta pesos, 00/100 M.N.)","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/4090d820-5f7c-4f21-aa8f-fc2915d7f2da;1.2","43922.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Apoyo a Personas Vulnerables Ante la Contingencia del COVID-19","Con el objeto de apoyar a la sociedad afectada por la contingencia por el COVID-19 para atender las necesidades de la población, así como de aquella población urbana que prevalece en la economía informal, se considera la asignación de recursos en especie para apoyar mediante acciones de fortalecimiento a la seguridad alimentaria a la dieta familiar. Los recursos que se asignan se considera la distribución de 180 toneladas de frijol en paquetes de 5 kilogramos por beneficiario.","Contingencia Sanitaria",,"Periódico Oficial del Estado de Zacatecas","http://periodicooficial.zacatecas.gob.mx/visualizar/4090d820-5f7c-4f21-aa8f-fc2915d7f2da;1.2","43922.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Población Vulnerable",,"Programa Emergente al Ingreso Familiar","Este programa consiste en la entrega de apoyos de: $600 a $ 1,000.00 y un Kit sanitizador (Cloro, Jabón, Trapeador, Franela, Atomizador, Cubeta y Gel antibacterial) para que las personas realicen labores de sanitización en sus hogares y atiendan a las indicaciones de aislamiento establecidas por la Secretaría de Salud.","Contingencia Sanitaria",,"Sitio Oficial del programa","http://une.zacatecas.gob.mx/s19/","43963.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Programa de apoyo alimentario","Este programa consiste en apoyar a las personas con mayor vulnerabilidad social afectadas por la contingencia sanitaria del COVID-19 a quienes se les entregará paquetes alimentarios con productos de la canasta básica de alto valor nutricional, para que permanezcan en el hogar durante la contingencia.","Contingencia Sanitaria",,"Sitio Oficial del programa","http://une.zacatecas.gob.mx/s19/","43963.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Desempleados",,"Programa de Reactivación al Autoempleo Social","Este programa consiste en apoyar al autoempleo, es decir, las personas que crean su propio puesto de trabajo y que se verán afectadas por la contingencia y dejarán de percibir ingresos durante este periodo. Con este beneficio se pretende reactivar su economía, al destinar un apoyo de mil a 4 mil para materia prima y/o equipamiento, dependiendo del giro.","Contingencia Sanitaria",,"Sitio Oficial del programa","http://une.zacatecas.gob.mx/s19/","43963.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Insumos de Trabajo","Artistas; Artesanos y Sector Cultural",,,"Apoyos en despensas, cubrebocas, gel antibacterial y desinfectantes a musicos de Zacatecas.","Contingencia Sanitaria",,"Página Oficial del Gobierno de Zacatecas","https://www.zacatecas.gob.mx/entrega-dif-estatal-apoyos-al-gremio-de-musicos-zacatecanos/","43978.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Servicios de Transporte Concesionado (Taxistas o Autobuses)",,,"El Gobierno del Estado, a través del Sistema Estatal para el Desarrollo Integral de la Familia (Sedif) entregó más de 500 paquetes de apoyos alimentarios y productos de higiene a conductores y personal de apoyo de distintas rutas del transporte público de la zona metropolitana Zacatecas-Guadalupe.","Contingencia Sanitaria",,"Página Oficial del Gobierno de Zacatecas","https://covid19.zacatecas.gob.mx/conductores-del-transporte-publico-reciben-apoyos-del-sedif/","43973.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Servicios de Transporte Concesionado (Taxistas o Autobuses)",,,"El Gobierno de Alejandro Tello benefició a 338 familias, de taxistas y transportistas de Fresnillo, con la entrega de tarjetas de despensa de 600 pesos de saldo cada una para la compra de alimentos.","Contingencia Sanitaria",,"Página Oficial del Gobierno de Zacatecas","https://www.zacatecas.gob.mx/con-tarjetas-de-despensa-gobierno-de-tello-apoya-a-transportistas-de-fresnillo/","43978.0"
"Zacatecas","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Sector Agrícola-Ganadero-Pesquero",,"Plan Emergente de Apoyo a Productores del Campo","El objetivo del programa es impulsar la innovación y modernización de empresas de los sectores agroalimentario y rural mediante estímulos al financiamiento a los clientes de los intermediarios financieros, en operación directa con FIRA y el con apoyos para inversiones en soluciones tecnológicas y de manufactura avanzada.","Contingencia Sanitaria",,"Página Oficial del Gobierno de Zacatecas","https://www.zacatecas.gob.mx/a-traves-de-convenio-el-gobierno-estatal-y-fira-financiaran-al-campo-zacatecano-con-136-mdp/","43974.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,,"El Sistema Estatal para el Desarrollo Integral de la Familia (SEDIF), garantiza el sustento de más de 48 mil familias zacatecanas que reciben mensualmente apoyos alimentarios mediante despensas y desayunos fríos escolares para más de 28 mil niños del estado.","Contingencia Sanitaria",,"Página Oficial del Gobierno de Zacatecas","https://www.zacatecas.gob.mx/dif-estatal-garantiza-la-alimentacion-de-grupos-vulnerables/","43972.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población General",,,"El Gobierno del Estado, a través del Sistema Estatal para el Desarrollo Integral de la Familia (SEDIF), entregó en donación cerca de dos toneladas de alimento para mascotas que han sido rescatadas y albergadas por integrantes de diversas asociaciones civiles que promueven el amor y el cuidado de los animales.","Nueva Normalidad",,"Página Oficial del Gobierno de Zacatecas","https://www.zacatecas.gob.mx/entrega-dif-estatal-cerca-de-2-toneladas-de-alimento-para-mascotas/","43983.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,,"Se convocó al gremio de meseros para entregar apoyos alimentarios.","Nueva Normalidad",,"Página Oficial del Gobierno de Zacatecas","https://www.zacatecas.gob.mx/beneficia-sedif-con-apoyos-alimentarios-al-gremio-de-meseros/","43984.0"
"Zacatecas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Sector Informal",,,"Para aminorar los efectos de la pandemia por el Coronavirus (COVID-19) en los grupos más afectados por el paro de actividades económicas y cierre de negocios, el Sistema Estatal para el Desarrollo Integral de la Familia (SEDIF) destinó apoyos alimentarios a los boleros de los municipios de Zacatecas y Guadalupe.","Nueva Normalidad",,"Página Oficial del Gobierno de Zacatecas","https://www.zacatecas.gob.mx/boleros-de-zacatecas-y-guadalupe-reciben-apoyos-alimentarios-del-sedif/","43985.0"
"Tamaulipas","COVID-19","Programas de Estímulo Económico","Obra Pública","Sector de la Construcción","Obra Pública","Fideicomiso Maestro para el Desarrollo Económico de Tamaulipas","Creación del Fideicomiso Maestro para el Desarrollo Económico de Tamaulipas para impulsar proyectos de infraestructura carretera, portuaria y de energía que impulsan la Secretaría de Energía de Tamaulipas, la Secretaría de Obras de Tamaulipas, la Secretaría de Desarrollo Económico y demás oficinas del gobierno estatal (API Tamaulipas y PRODETAM).","Adaptados",,"Comunicación oficial del gobernador Fco. Cabeza de Vaca haciendo referencia al comité Técnico del Fideicomiso Maestro para el Desarrollo Económico de Tamaulipas, el 24 de abril del 2020.","https://twitter.com/fgcabezadevaca/status/1253809515054739456","43945.0"
"Tamaulipas","COVID-19","Programas de Estímulo Económico","Vinculación de Empresas y Proveedores","Emprendedores",,"Asesoría a Emprendedores","<ul><li>Apertura rápida de empresas de bajo riesgo.</li>
 <li>Capacitación empresarial.</li>
 <li>Formalización de empresas.</li>
 <li>Asesoría en planes de financiamiento.</li>
 <li>Desarrollo, comercialización y promoción de productos tamaulipecos.</li>
 <li>Asesoría para el desarrollo de proyectos productivos.</li>
 <li>Investigación de mercados.</li>
 <li>Fomento al autoempleo.</li>
 <li>Becas de capacitación para el trabajo.</li>
 <li>Asesoría para participar en las Convocatorias del INADEM.</li></ul>","Adaptados",,"Página de la Secretaría de Desarrollo Económico de Tamaulipas","https://www.tamaulipas.gob.mx/desarrolloeconomico/centros-de-atencion-a-emprendedores-y-mipymes/","NA"
"Tamaulipas","COVID-19","Programas de Digitalización","Asesoría y Consultoría para Digitalización","MIPYMES",,"Hecho en Tamaulipas","Este programa tiene como objetivo aumentar el consumo de productos y/o servicios tamaulipecos a través de distintas estrategias de promoción y comercialización en el mercado local, regional e internacional. A través del programa Hecho en Tamaulipas se apoya a productores estatales a seguir con la comercialización de sus productos durante la cuarentena por medio de servicio a domicilio y pedidos en linea. Más información: https://www.tamaulipas.gob.mx/desarrolloeconomico/2020/03/fomenta-gobtam-comercio-online-a-domicilio/
 
  
 
 Etapas.
 
 Desarrollo de productos o servicios:
 
 Apoyo para diseño de logotipos, etiqueta e imagen.
 Brinda información para la obtención de la tabla nutrimental ante laboratorios certificados.
 Trámite de código de barras ante GS1 México.
 Trámite de registro de marca ante el Instituto de la Propiedad Industrial.
 Brinda asesoría para la obtención de distintas certificaciones.
 Comercialización:
 
 Facilita el acercamiento para negociaciones con cadenas de autoservicio y distribuidores comerciales.
 Promoción:
 
 Inclusión a nuestro catálogo en línea www.tamaulipas.gob.mx/soytam
 Participación en ferias locales, nacionales e internacionales.
 Invitación a distintos eventos del Gobierno del estado.","Contingencia y Nueva Normalidad",,"Página de la Secretaría de Desarrollo Económico de Tamaulipas","https://www.tamaulipas.gob.mx/desarrolloeconomico/hecho-en-tamaulipas/","NA"
"Tamaulipas","COVID-19","Programas de Estímulo Económico","Vinculación de Empresas y Proveedores","MIPYMES",,"Pymexporta","Tiene como objetivo identificar productos y servicios con potencial exportador, basados en investigaciones de mercado que determinen la demanda y oferta de dichos productos. Brindar asesoría y capacitación en los procesos, trámites, certificaciones, y otras obligaciones, que el emprendedor o Mipyme tamaulipeca deberá cumplir para desarrollar su oferta exportable.","Adaptados",,"Página de la Secretaría de Desarrollo Económico de Tamaulipas","https://www.tamaulipas.gob.mx/desarrolloeconomico/desarrollo-de-oportunidades-de-negocio/","NA"
"Tamaulipas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Comedores Comunitarios","El Programa de Comedores Comunitarios tiene el objetivo de contribuir en la reducción de la carencia alimentaria de Tamaulipas mediante el suministro y distribución de alimentos a aquellas personas que presenten carencia alimentaria, incluyendo todas aquellas que habiten en Zonas de Atención Prioritaria (ZAP).","Contingencia Sanitaria",,"Página de la Secretaría de Bienestar Social de Tamaulipas","https://www.tamaulipas.gob.mx/bienestarsocial/2020/06/sebien-continua-entrega-de-alimentos-en-comedores-comunitarios/","43991.0"
"Tamaulipas","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Apoyos Alimentarios","Entrega de apoyos alimentarios extraordinarios para 300 mil familias vulnerables que requieren de este apoyo ante la emergencia sanitaria, como medida para atender y contener los efectos secundarios de la pandemia COVID-19.","Contingencia Sanitaria",,"Página de la Secretaría de Bienestar Social de Tamaulipas","https://www.tamaulipas.gob.mx/bienestarsocial/2020/04/entrega-gobierno-de-tamaulipas-apoyo-alimentario-a-familias-vulnerables/","43938.0"
"Veracruz De Ignacio De La Llave","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Apoyo Alimentario","Estrategia Estatal Contra el Coronavirus","Se destinaron desayunos para personas con discapacidad y adultos mayores durante la contingencia sanitaria.","Contingencia Sanitaria",,,"https://twitter.com/GobiernoVer/status/1263643239061630976","43972.0"
"Veracruz De Ignacio De La Llave","COVID-19","Programas de Asistencia Social","Transferencia Efectivo","Servicios de Transporte Concesionado (Taxistas o Autobuses)","Desempleo","Acciones emergentes por la contingencia sanitaria","Apoyo económico por única vez a prestadores de servicios de taxis y transporte concesionado.","Contingencia Sanitaria","2.8E7","Gaceta Oficial del Estado de Veracruz","http://www.veracruz.gob.mx/desarrollosocial/wp-content/uploads/sites/12/2020/04/Gac2020-166-Viernes-24-TOMO-II-Ext.pdf","43945.0"
"Veracruz De Ignacio De La Llave","COVID-19","Programas de Asistencia Social","Transferencia Efectivo","Turismo (Hoteles y Servicios Turísticos)","Desempleo","Acciones emergentes en apoyo a la economía familiar por la contingencia sanitaria.","Apoyo económico de $1,000 dirigido a empleados y prestadores de servicios enfocados en actividades turístiicas y culturales como: eventos recreativos, convenciones corporativas focalizadas en las modalidades de atención en hospedaje, preparación y servicio de alimentos y bebidas entre otras.
","Contingencia Sanitaria",,"Gaceta Oficial del Estado de Veracruz","http://www.veracruz.gob.mx/desarrollosocial/wp-content/uploads/sites/12/2020/05/Gac2020-194-Jueves-14-TOMO-II.pdf","43965.0"
"Veracruz De Ignacio De La Llave","COVID-19","Programas de Asistencia Social","Insumos de Trabajo","Sector Agrícola-Ganadero-Pesquero","Sector Agrícola","Pie de Cría","Entrega de paquetes conformados por 16 cabras, 1 semental, 5 bultos de alimento, 2 de sal, botiquín veterinario, un rollo de malla, un bebedero y un tinaco de 300 litros, beneficiando a 6 familias por paquete.","Contingencia y Nueva Normalidad",,"Comunicación Oficial del Gobierno de Veracruz","http://www.difver.gob.mx/2020/04/336-familias-veracruzanas-se-benefician-con-el-proyecto-pie-de-cria/","43927.0"
"Veracruz De Ignacio De La Llave","COVID-19","Programas de Asistencia Social","Compras Gubernamentales","Artistas; Artesanos y Sector Cultural",,"Nos vemos pronto","Convocatoria #NosVemosPronto, que brindará 190 estímulos, los cuales van desde los 9 mil y hasta los 30 mil pesos, destinados a artistas, artesanos y empresarios culturales para la generación de contenido para la población del estado de Veracruz.","Contingencia Sanitaria",,"Convocatoria ""Nos Vemos Pronto"" del Instituto Veracruzano de Cultura","http://www.ivec.gob.mx/convocatorias/IVECconvocatoriaNVP.pdf","43979.0"
"Nayarit","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Sector Agrícola-Ganadero-Pesquero",,"Programa Mano con Mano: ""Manos al campo""","Apoyar al sector agrícola para fortalecer la economía familiar, que con motivo de la emergencia sanitaria generada por el virus SARS-CoV2 (COVID-19), ha sido afectada, debido a que las diversas actividades que desarrollan han sido suspendidas de manera temporal para minimizar la probabilidad de transmisión y propagación del virus. Hasta 20 litros de fertilizantes orgánicos por hectárea para maíz, frijol y frutales. Hasta 2 paquetes por productor en maíz; y hasta 3 paquetes en frijol. 
* Paquete de Frijol: 50 kilogramos de semilla certificada, 200 de fertilizante orgánico y 1 tonelada de composta.
* Paquete de Maíz: 20 kilogramos de semilla certificada, 200 litros de fertilizante orgánico, 200 litros de insecticida orgánico, 200 litros de fungicida orgánico, 200 litros de fertilizante foliar para la última etapa y 35 litros de diésel.","Contingencia y Nueva Normalidad",,"Página Oficial del Programa","https://manoconmano.nayarit.gob.mx/#/","43976.0"
"Nayarit","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Desempleados",,"Programa Mano con Mano: ""Manos al autoempleo""","Apoyar al sector productivo con la carga económica, que con motivo de la emergencia sanitaria generada por el virus SARS-CoV2 (COVID-19), están siendo afectadas en sus ingresos económicos, debido a que las diversas actividades que desarrollan han sido suspendidas de manera temporal para minimizar la probabilidad de transmisión y propagación del virus.  Apoyo en especie como equipamientos, mobiliario y/o maquinaria hasta por un monto de $20,000.00 (Veinte Mil Pesos 00/100 M.N.)  Apoyo en especie como equipamientos, mobiliario y/o maquinaria hasta por un monto de $20,000.00 (Veinte Mil Pesos 00/100 M.N.)","Contingencia Sanitaria",,"Página Oficial del Programa","https://manoconmano.nayarit.gob.mx/#/","43976.0"
"Nayarit","COVID-19","Programas de Estímulo Económico","Transferencia Directa (Efectivo o Transferencia Bancaria)","Restaurantes y Tiendas",,"Programa Mano con Mano: ""Manos al Turismo""","Apoyar al sector turístico que presta servicios gastronómicos con la carga económica, que con motivo de la emergencia sanitaria generada por el virus SARS-CoV2 (COVID-19).  Apoyo económico por actividad productiva, por un monto de hasta $5,000.00 (Cinco Mil Pesos 00/100 M.N.) para la adquisición de insumos.","Contingencia Sanitaria",,"Página Oficial del Programa","https://manoconmano.nayarit.gob.mx/#/","43976.0"
"Nayarit","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES",,"Programa Mano con Mano: ""Manos a los pequeños negocios""","Impulsar la reactivación económica del sector de las micro, pequeñas y medianas empresas, por medio de capital ­financiero adecuado para solventar las inversiones y gastos requeridas durante la emergencia sanitaria del COVID-19 en Nayarit. Financiamientos para las micro, pequeñas y medianas empresas, así como personas físicas con actividad empresarial incluyendo el Régimen de Incorporación Fiscal (RIF), domiciliadas en el Estado, otorgados por la Banca Comercial con el respaldo de Gobierno del Estado y Nacional Financiera.","Contingencia y Nueva Normalidad",,"Página Oficial del Programa","https://manoconmano.nayarit.gob.mx/#/","43976.0"
"Nayarit","COVID-19","Programas de Estímulo Económico","Insumos de Trabajo","Sector Agrícola-Ganadero-Pesquero",,"Programa Mano con Mano","Pescadores de 12 municipios del estado recibieron del Gobierno del Estado 1 millón 500 mil crías de tilapia, como parte del programa de reactivación económica ‘Mano con Mano’, con lo que se espera una importante producción piscícola, en beneficio de las familias que viven de esa actividad. Con una inversión aproximada de un millón 100 mil pesos.","Contingencia y Nueva Normalidad","1100000.0","Página Oficial del Estado de Nayarit","https://www.nayarit.gob.mx/notas/inicia_reactivacin_econmica_mediante_el_programa_mano_con_mano#gsc.tab=0","43976.0"
"Nayarit","COVID-19","Programas de Estímulo Económico","Obra Pública","Desempleados",,"Programa Mano con Mano: ""Manos a la obra""","El programa MANOS A LA OBRA, tiene como objetivo dinamizar las acciones de obra pública para la generación de 26,000 empleos a trabajadores y proveedores del sector de la construcción, mediante la reactivación de 1,200 acciones de obra pública programada en conjunto con los distintos órdenes de Gobierno.","Contingencia y Nueva Normalidad",,"Periódico Oficial del Estado de Nayarit","https://docscovid.nayarit.gob.mx/acuerdodoc.ashx?n=fDPxeU5jzxp07EtBlRSS","43969.0"
"CDMX","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable",,"Entrega de Paquetes Alimentarios ante la Contingencia Sanitaria derivada del virus COVID-19.","Coadyuvar a la alimentación de la población vulnerable de la Alcaldía Miguel Hidalgo durante la Contingencia Sanitaria decretada para evitar el contagio del virus SARS-CoV2 (COVID-19) a través de un paquete alimentario con productos de la canasta básica.","Contingencia Sanitaria",,"Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/141fc6e9149f23deac4c0ac5ddcdc48e.pdf","43962.0"
"CDMX","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","Mujeres",,"Apoyo Económico Emergente a Mujeres Microempresarias en Azcapotzalco","Brindar apoyo al mayor número de mujeres que lideran microempresas de giros considerados no esenciales, para mitigar los efectos económicos negativos de la pandemia de COVID-19.","Adaptados",,"Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/8ca94b3d7b3bc5db0ac3ce2126982b7f.pdf","43959.0"
"CDMX","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES",,"Nuestro Corazón Resiste","Créditos de hasta 50 mil pesos para las 67,410 Micros, Pequeñas y Medianas Empresas (MiPyME´s) asentadas en la Alcaldía en Cuauhtémoc, que acrediten su funcionamiento, con una nómina de cuando menos 5 empleados dados de alta en el IMSS y cuyas ventas se han visto afectadas por las Medidas de Seguridad Sanitaria","Contingencia Sanitaria","1.2E7","Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/8ca94b3d7b3bc5db0ac3ce2126982b7f.pdf","43959.0"
"CDMX","COVID-19","Programas de Estímulo Económico","Crédito Subsidiado","MIPYMES",,"Programa Empleadora 2020","Beneficios económicos a empleadores, promotores o coordinadores, de hasta 6500 pesos, para fortalecer el tejido social entre los habitantes, mediante su ocupación temporal, la organización y desarrollo de acciones que promuevan el sentido de pertenencia local, contribuyan a la recuperación de la economía, el mejoramiento de espacios públicos y propicien la sana convivencia social","Adaptados","9.9E7","Gaceta Oficial de la Ciudad de México","https://data.consejeria.cdmx.gob.mx/portal_old/uploads/gacetas/573a9786aef95e70173451fd752f12ea.pdf","43983.0"
"Colima","COVID-19","Programas Fiscales","Prórroga de pago de Impuesto","Población General",,"Programa Emergente","Se amplia el plazo para cumplir con el pago del Impuesto Sobre Ejercicio de Profesiones para los bimestres enero-febrero, marzo-abril, mayo-junio, hasta el 17 de julio.","Contingencia y Nueva Normalidad",,"Página Oficial del Gobierno de Colima","http://admiweb.col.gob.mx/archivos_prensa/banco_img/file_5ebd72f409ba3_Beneficios_fiscales_GobCol.pdf","43920.0"
"Colima","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General",,"Programa Emergente","Se condona el pago del 100% de multas y recargos por los servicios de agua potable, alcantarillado, saneamiento prestados por CIAPACOV, en adeudos del año 2019 y anteriores, así como de enero a junio de este año.","Contingencia y Nueva Normalidad",,"Página Oficial del Gobierno de Colima","http://admiweb.col.gob.mx/archivos_prensa/banco_img/file_5ebd72f409ba3_Beneficios_fiscales_GobCol.pdf","43920.0"
"Colima","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Población General",,"Programa Emergente","Se otorgará un 30% de descuento hasta el 30 de junio en todos los pagos por derechos de los trámites y servicios que presta el Instituto para el Registro del Territorio del Estado de Colima.","Contingencia y Nueva Normalidad",,"Página Oficial del Gobierno de Colima","http://admiweb.col.gob.mx/archivos_prensa/banco_img/file_5ebd72f409ba3_Beneficios_fiscales_GobCol.pdf","43920.0"
"Guerrero","COVID-19","Programas de Asistencia Social","Vales y Despensas","Población Vulnerable","Planeación gubernamental","Programa de Asistencia Alimentaria","225 mil despensas y Reconversión de los Desayunos Calientes Escolares en despensas para niños y niñas de 2 mil 661 escuelas.","Contingencia y Nueva Normalidad",,"Página del DIF Guerrero","http://dif.guerrero.gob.mx/ponen-en-marcha-el-gobernador-hector-astudillo-y-su-esposa-mercedes-calvo-el-programa-de-asistencia-alimentaria/","NA"
"Tlaxcala","COVID-19","Programas Fiscales","Prórroga de pago de Impuesto","Población General","Incentivos Fiscales","Acciones para enfrentar la contigencia por COVID-19 en Tlaxcala","Se posponen tres meses los pagos del Impuesto Sobre Nómina para diferirlos de julio a diciembre de 2020","Contingencia Sanitaria",,"Página del Gobierno de Tlaxcala","https://www.tlaxcala.gob.mx/index.php/gobierno/covid-19","43923.0"
"Tlaxcala","COVID-19","Programas Fiscales","Condonación de pago de impuesto","Turismo (Hoteles y Servicios Turísticos)","Turismo","Acciones para enfrentar la contigencia por COVID-19 en Tlaxcala","Se elimina de abril a diciembre de 2020 el Impuesto por la Prestación de Servicios de Hospedaje.","Contingencia Sanitaria",,"Página del Gobierno de Tlaxcala","https://www.tlaxcala.gob.mx/index.php/gobierno/covid-19","43923.0"
"Tlaxcala","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Población Vulnerable","Población en general","Medidas adicionales del gobierno de Tlaxcala","Fondo de apoyo temporal para personas contagiadas del Covid-19, de 10 millones de pesos, para brindar de un recurso económico para apoyar a los convalecientes que no cuenten con un seguro social.","Contingencia Sanitaria",,"Mensaje del gobernador en su cuenta oficial de Twitter el día 7 de abril del 2020.","https://twitter.com/MarcoAMena/status/1247644181389950976?s=20","43928.0"
"Tlaxcala","COVID-19","Programas de Asistencia Social","Transferencia Directa (Efectivo o Transferencia Bancaria)","Mujeres","Mujeres","Programa Supérate Mujeres","Nuevo componente del programa estatal ""Supérate"" especialmente dedicado a mujeres, denominado como ""Supérate Mujeres"", el cual otorgará un apoyo económico mensual a mujeres, jefas de familia, que formaban parte del recientemente desaparecido programa ""Prospera"", siendo beneficiarias aquellas que formaban parte de dicho programa y que no estén recibiendo apoyos de las Becas ""Benito Juárez"" no del programa estatal ""Supérate"". La popoblación objetivo es de 26 mil mujeres, con un presupuesto asignado de 140 millones de pesos.","Contingencia y Nueva Normalidad",,"Mensaje del gobernador en su cuenta oficial de Twitter el día 7 de abril del 2020.","https://twitter.com/MarcoAMena/status/1247644181389950976?s=20","43928.0"
